id,date,input,output
263,2012,Curt Rice works for <extra_id_0>.,<extra_id_0> University of Tromsø – The Arctic University of Norway <extra_id_1>
264,2012,Joshua Greenberg works for <extra_id_0>.,<extra_id_0> Alfred P. Sloan Foundation <extra_id_1>
265,2012,Yukio Edano holds the position of <extra_id_0>.,"<extra_id_0> Ministry of Economy, Trade and Industry <extra_id_1>"
266,2012,Yukio Edano is a member of the <extra_id_0>.,<extra_id_0> Democratic Party of Japan <extra_id_1>
267,2012,Mathieu Valbuena plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
268,2012,Joseph William Tobin holds the position of <extra_id_0>.,<extra_id_0> Catholic bishop <extra_id_1>
269,2012,Rauff Hakeem holds the position of <extra_id_0>.,<extra_id_0> Minister of Justice <extra_id_1>
270,2012,Michael Bostwick plays for <extra_id_0>.,<extra_id_0> Peterborough United F.C. <extra_id_1>
271,2012,Renate Weber holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
272,2012,<extra_id_0> is the head coach of Olympique de Marseille.,<extra_id_0> Élie Baup <extra_id_1>
273,2012,Martin Heinrich holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
274,2012,Deborah Orr works for <extra_id_0>.,<extra_id_0> The Guardian <extra_id_1>
275,2012,Graham Watson holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
276,2012,Mo'ne Davis attended <extra_id_0>.,<extra_id_0> Springside Chestnut Hill Academy <extra_id_1>
277,2012,Tom Cairney plays for <extra_id_0>.,<extra_id_0> Scotland national under-21 football team <extra_id_1>
278,2012,Felix Finkbeiner attended <extra_id_0>.,"<extra_id_0> School of Oriental and African Studies, University of London <extra_id_1>"
279,2012,Thiago Silva plays for <extra_id_0>.,<extra_id_0> Brazil national football team <extra_id_1>
280,2012,Younis Mahmoud plays for <extra_id_0>.,<extra_id_0> Iraq national under-23 football team <extra_id_1>
281,2012,Bernhard Schölkopf works for <extra_id_0>.,<extra_id_0> Max Planck Institute for Intelligent Systems <extra_id_1>
282,2012,<extra_id_0> is the chair of Hungarian Academy of Sciences.,<extra_id_0> József Pálinkás <extra_id_1>
283,2012,Tim Cahill plays for <extra_id_0>.,<extra_id_0> Everton F.C. <extra_id_1>
284,2012,Pranab Mukherjee holds the position of <extra_id_0>.,<extra_id_0> Minister of Finance <extra_id_1>
285,2012,Brandi M. Cossairt works for <extra_id_0>.,<extra_id_0> Columbia University <extra_id_1>
286,2012,<extra_id_0> is the chair of Hungarian Socialist Party.,<extra_id_0> Attila Mesterházy <extra_id_1>
287,2012,Manuel Neuer plays for <extra_id_0>.,<extra_id_0> FC Bayern Munich <extra_id_1>
288,2012,Glenn Maxwell plays for <extra_id_0>.,<extra_id_0> Melbourne Renegades <extra_id_1>
289,2012,Steve Jones plays for <extra_id_0>.,<extra_id_0> AFC Telford United <extra_id_1>
290,2012,Brandon Clarke attended <extra_id_0>.,<extra_id_0> Desert Vista High School <extra_id_1>
291,2012,<extra_id_0> is the head of the government of Manitoba.,<extra_id_0> Greg Selinger <extra_id_1>
292,2012,Álvaro Uribe Vélez is a member of the <extra_id_0>.,<extra_id_0> Social Party of National Unity <extra_id_1>
293,2012,<extra_id_0> is the chair of Mejlis of the Crimean Tatar People.,<extra_id_0> Mustafa Dzhemilev <extra_id_1>
294,2012,Hugo Chávez holds the position of <extra_id_0>.,<extra_id_0> President of Venezuela <extra_id_1>
295,2012,Alyssa Healy plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
296,2012,<extra_id_0> is the head of the government of Montgomery County.,<extra_id_0> Isiah Leggett <extra_id_1>
297,2012,Andrea Dutton works for <extra_id_0>.,<extra_id_0> University of Florida <extra_id_1>
298,2012,Brian Schatz holds the position of <extra_id_0>.,<extra_id_0> Lieutenant Governor of Hawaii <extra_id_1>
299,2012,J. J. Watt plays for <extra_id_0>.,<extra_id_0> Houston Texans <extra_id_1>
300,2012,Gail Koziara Boudreaux works for <extra_id_0>.,<extra_id_0> UnitedHealth Group <extra_id_1>
301,2012,<extra_id_0> is the chair of Rijksmuseum.,<extra_id_0> Jaap de Hoop Scheffer <extra_id_1>
302,2012,<extra_id_0> is the head of the government of Niigata Prefecture.,<extra_id_0> Hirohiko Izumida <extra_id_1>
303,2012,"Chesley ""Sully"" Sullenberger works for <extra_id_0>.",<extra_id_0> CBS News <extra_id_1>
304,2012,SourceForge is owned by <extra_id_0>.,<extra_id_0> Dice.com <extra_id_1>
305,2012,Erik Solheim holds the position of <extra_id_0>.,<extra_id_0> Minister of International Development <extra_id_1>
306,2012,<extra_id_0> is the head coach of Watford F.C..,<extra_id_0> Gianfranco Zola <extra_id_1>
307,2012,Merete Riisager is a member of the <extra_id_0>.,<extra_id_0> Liberal Alliance <extra_id_1>
308,2012,<extra_id_0> is the chair of Verein für Socialpolitik.,<extra_id_0> Michael C. Burda <extra_id_1>
309,2012,Doug Shane works for <extra_id_0>.,<extra_id_0> Scaled Composites <extra_id_1>
310,2012,Giuseppe Veltri works for <extra_id_0>.,<extra_id_0> University of Halle-Wittenberg <extra_id_1>
311,2012,<extra_id_0> is the head coach of FC Prishtina.,<extra_id_0> Afrim Tovërlani <extra_id_1>
312,2012,Glider Ushñahua is a member of the <extra_id_0>.,<extra_id_0> Popular Action <extra_id_1>
313,2012,Vincent Chauvet attended <extra_id_0>.,<extra_id_0> Sciences Po <extra_id_1>
314,2012,<extra_id_0> is the chair of Myanmar Dental Association.,<extra_id_0> Pwint Hpoo <extra_id_1>
315,2012,<extra_id_0> is the head coach of Shonan Bellmare.,<extra_id_0> Cho Kwi-jae <extra_id_1>
316,2012,Edinson Cavani plays for <extra_id_0>.,<extra_id_0> S.S.C. Napoli <extra_id_1>
317,2012,Danny White works for <extra_id_0>.,<extra_id_0> University at Buffalo <extra_id_1>
318,2012,<extra_id_0> is the head coach of FC Astra Giurgiu.,<extra_id_0> Marius Șumudică <extra_id_1>
319,2012,Douglas Alexander holds the position of <extra_id_0>.,<extra_id_0> Shadow Foreign Secretary <extra_id_1>
320,2012,<extra_id_0> is the head of the government of Catalonia.,<extra_id_0> Artur Mas <extra_id_1>
321,2012,Andy Lonergan plays for <extra_id_0>.,<extra_id_0> Leeds United F.C. <extra_id_1>
322,2012,Mindy Grossman works for <extra_id_0>.,<extra_id_0> Home Shopping Network <extra_id_1>
323,2012,<extra_id_0> is the head of the government of Transnistria.,<extra_id_0> Pyotr Stepanov <extra_id_1>
324,2012,Chris Finlayson holds the position of <extra_id_0>.,<extra_id_0> Attorney-General of New Zealand <extra_id_1>
325,2012,Gianni Pittella holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
326,2012,Michèle Dittlot is a member of the <extra_id_0>.,<extra_id_0> National Union for the Future of Monaco <extra_id_1>
327,2012,Jimmy Bullard plays for <extra_id_0>.,<extra_id_0> Milton Keynes Dons F.C. <extra_id_1>
328,2012,John Guidetti plays for <extra_id_0>.,<extra_id_0> Sweden national association football team <extra_id_1>
329,2012,Meritxell Budó i Pla is a member of the <extra_id_0>.,<extra_id_0> Democratic Convergence of Catalonia <extra_id_1>
330,2012,Brian Hayes holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
331,2012,<extra_id_0> is the head coach of KÍ Klaksvík.,<extra_id_0> Páll Guðlaugsson <extra_id_1>
332,2012,Yoh Iwasa works for <extra_id_0>.,<extra_id_0> Kyushu University <extra_id_1>
333,2012,<extra_id_0> is the chair of University of Richmond.,<extra_id_0> Edward L. Ayers <extra_id_1>
334,2012,Didier Fassin works for <extra_id_0>.,<extra_id_0> Institute for Advanced Study <extra_id_1>
335,2012,Leonore Gewessler works for <extra_id_0>.,<extra_id_0> Green European Foundation <extra_id_1>
336,2012,Jos Buttler plays for <extra_id_0>.,<extra_id_0> Somerset County Cricket Club <extra_id_1>
337,2012,Sintra Line is owned by <extra_id_0>.,<extra_id_0> REFER <extra_id_1>
338,2012,<extra_id_0> is the head coach of Hallescher FC.,<extra_id_0> Sven Köhler <extra_id_1>
339,2012,<extra_id_0> is the head of the government of Istanbul.,<extra_id_0> Kadir Topbaş <extra_id_1>
340,2012,Alexander Hamilton is owned by <extra_id_0>.,<extra_id_0> Credit Suisse <extra_id_1>
341,2012,Stewart Stevenson holds the position of <extra_id_0>.,"<extra_id_0> Cabinet Secretary for Environment, Climate Change and Land Reform <extra_id_1>"
342,2012,Lin Jianhua works for <extra_id_0>.,<extra_id_0> Chongqing University <extra_id_1>
343,2012,Laura Borràs is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
344,2012,Dan Koehl works for <extra_id_0>.,<extra_id_0> Karlsruhe Zoo <extra_id_1>
345,2012,Chelsea Walton works for <extra_id_0>.,<extra_id_0> Massachusetts Institute of Technology <extra_id_1>
346,2012,<extra_id_0> is the chair of Liga Veneta.,<extra_id_0> Flavio Tosi <extra_id_1>
347,2012,Steven Salaita works for <extra_id_0>.,<extra_id_0> Virginia Tech <extra_id_1>
348,2012,Lucía Sosa is a member of the <extra_id_0>.,<extra_id_0> Democratic People's Movement <extra_id_1>
349,2012,<extra_id_0> is the head coach of Movistar Team.,<extra_id_0> José Luis Arrieta <extra_id_1>
350,2012,Zoran Milanović holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Croatia <extra_id_1>
351,2012,Cole Hamels plays for <extra_id_0>.,<extra_id_0> Philadelphia Phillies <extra_id_1>
352,2012,Eric Abetz holds the position of <extra_id_0>.,<extra_id_0> Leader of the Opposition in the Senate <extra_id_1>
353,2012,<extra_id_0> is the chair of Bank of Finland.,<extra_id_0> Erkki Liikanen <extra_id_1>
354,2012,Don Farrell holds the position of <extra_id_0>.,<extra_id_0> Member of the Australian Senate <extra_id_1>
355,2012,William Kamkwamba attended <extra_id_0>.,<extra_id_0> Dartmouth College <extra_id_1>
356,2012,Espen Barth Eide holds the position of <extra_id_0>.,<extra_id_0> Foreign Minister of Norway <extra_id_1>
357,2012,Cristian Popescu Piedone is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
358,2012,Elina Netšajeva attended <extra_id_0>.,<extra_id_0> Estonian Academy of Music and Theatre <extra_id_1>
359,2012,"Brenda Hale, Baroness Hale of Richmond holds the position of <extra_id_0>.",<extra_id_0> Justice of the Supreme Court of the United Kingdom <extra_id_1>
360,2012,<extra_id_0> is the chair of National Society of Film Critics.,<extra_id_0> David Sterritt <extra_id_1>
361,2012,Sam Lantinga works for <extra_id_0>.,<extra_id_0> 38 Studios <extra_id_1>
362,2012,Phil Hudson works for <extra_id_0>.,"<extra_id_0> Dakota Collegiate, Winnipeg <extra_id_1>"
363,2012,Neymar plays for <extra_id_0>.,<extra_id_0> Santos F.C. <extra_id_1>
364,2012,<extra_id_0> is the head coach of FK Budućnost Podgorica.,<extra_id_0> Radislav Dragićević <extra_id_1>
365,2012,John Longworth is a member of the <extra_id_0>.,<extra_id_0> Brexit Party <extra_id_1>
366,2012,<extra_id_0> is the head of the government of Albany.,<extra_id_0> Gerald Jennings <extra_id_1>
367,2012,Mark Harper holds the position of <extra_id_0>.,<extra_id_0> Minister of State for Immigration <extra_id_1>
368,2012,Zoi Konstantopoulou is a member of the <extra_id_0>.,<extra_id_0> SYRIZA <extra_id_1>
369,2012,Mario Mandžukić plays for <extra_id_0>.,<extra_id_0> Croatia national association football team <extra_id_1>
370,2012,Mirela Holy is a member of the <extra_id_0>.,<extra_id_0> Social Democratic Party of Croatia <extra_id_1>
371,2012,Pau Gasol plays for <extra_id_0>.,<extra_id_0> Los Angeles Lakers <extra_id_1>
372,2012,<extra_id_0> is the chair of State Ethnic Affairs Commission.,<extra_id_0> Yang Jing <extra_id_1>
373,2012,Westfield Wheaton is owned by <extra_id_0>.,<extra_id_0> Westfield Group <extra_id_1>
374,2012,Nicola Sturgeon holds the position of <extra_id_0>.,<extra_id_0> Deputy First Minister of Scotland <extra_id_1>
375,2012,Bryan Alberts attended <extra_id_0>.,<extra_id_0> Village Christian Schools <extra_id_1>
376,2012,Yoann Gourcuff plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
377,2012,Kåre Schultz works for <extra_id_0>.,<extra_id_0> Novo Nordisk <extra_id_1>
378,2012,George van Kooten works for <extra_id_0>.,<extra_id_0> University of Groningen <extra_id_1>
379,2012,Dario Hunter is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
380,2012,Thorbjørn Jagland holds the position of <extra_id_0>.,<extra_id_0> Secretary General of the Council of Europe <extra_id_1>
381,2012,Arancha González works for <extra_id_0>.,<extra_id_0> World Trade Organization <extra_id_1>
382,2012,Ricardo Clark plays for <extra_id_0>.,<extra_id_0> United States men's national soccer team <extra_id_1>
383,2012,Selkent is owned by <extra_id_0>.,<extra_id_0> Stagecoach Group <extra_id_1>
384,2012,Tulsi Gabbard holds the position of <extra_id_0>.,<extra_id_0> councillor <extra_id_1>
385,2012,Alexander Stubb holds the position of <extra_id_0>.,<extra_id_0> Minister for European Affairs and Foreign Trade <extra_id_1>
386,2012,<extra_id_0> is the head coach of Hapoel Holon.,<extra_id_0> Dan Shamir <extra_id_1>
387,2012,Andrew Mitchell holds the position of <extra_id_0>.,<extra_id_0> Secretary of State for International Development <extra_id_1>
388,2012,François-Michel Lambert is a member of the <extra_id_0>.,<extra_id_0> Europe Ecology – The Greens <extra_id_1>
389,2012,Romain Grau is a member of the <extra_id_0>.,<extra_id_0> The Republicans <extra_id_1>
390,2012,Rémi Anicotte works for <extra_id_0>.,<extra_id_0> Lycée Louis-le-Grand <extra_id_1>
391,2012,Brittany Kaiser attended <extra_id_0>.,<extra_id_0> Middlesex University <extra_id_1>
392,2012,Deborah L. Birx works for <extra_id_0>.,<extra_id_0> Centers for Disease Control and Prevention <extra_id_1>
393,2012,Zhang Dejiang holds the position of <extra_id_0>.,<extra_id_0> Vice Premier of the State Council of the People's Republic of China <extra_id_1>
394,2012,Tim Scott holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
395,2012,Kenneth Vermeer plays for <extra_id_0>.,<extra_id_0> AFC Ajax <extra_id_1>
396,2012,Laurent Lamothe holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Haiti <extra_id_1>
397,2012,Fernando Torres plays for <extra_id_0>.,<extra_id_0> Chelsea F.C. <extra_id_1>
398,2012,Muttah Suresh plays for <extra_id_0>.,<extra_id_0> United Sikkim F.C. <extra_id_1>
399,2012,The Frisky is owned by <extra_id_0>.,<extra_id_0> Buzz Media <extra_id_1>
400,2012,Sabine Hossenfelder works for <extra_id_0>.,<extra_id_0> Nordic Institute for Theoretical Physics <extra_id_1>
401,2012,Meir Cohen is a member of the <extra_id_0>.,<extra_id_0> Yisrael Beiteinu <extra_id_1>
402,2012,Jyrki Katainen holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Finland <extra_id_1>
403,2012,Russell Crowe's jockstrap is owned by <extra_id_0>.,<extra_id_0> Russell Crowe <extra_id_1>
404,2012,Aurore Bergé is a member of the <extra_id_0>.,<extra_id_0> The Republicans <extra_id_1>
405,2012,Richard Keogh plays for <extra_id_0>.,<extra_id_0> Derby County F.C. <extra_id_1>
406,2012,Annastacia Palaszczuk holds the position of <extra_id_0>.,<extra_id_0> Leader of the Opposition <extra_id_1>
407,2012,<extra_id_0> is the chair of Société des océanistes.,<extra_id_0> Maurice Godelier <extra_id_1>
408,2012,Yannick Kerlogot is a member of the <extra_id_0>.,<extra_id_0> Europe Ecology – The Greens <extra_id_1>
409,2012,Wout Brama plays for <extra_id_0>.,<extra_id_0> FC Twente <extra_id_1>
410,2012,Charlie Shrem holds the position of <extra_id_0>.,<extra_id_0> vice president <extra_id_1>
411,2012,Samuel Eto'o plays for <extra_id_0>.,<extra_id_0> FC Anzhi Makhachkala <extra_id_1>
412,2012,Jeffrey Mark Deskovic attended <extra_id_0>.,<extra_id_0> John Jay College of Criminal Justice <extra_id_1>
413,2012,Mohammad Amir plays for <extra_id_0>.,<extra_id_0> Rawalpindi Rams <extra_id_1>
414,2012,<extra_id_0> is the chair of Post Office Ltd.,<extra_id_0> Alice Perkins <extra_id_1>
415,2012,Statue of Robert Milligan is owned by <extra_id_0>.,<extra_id_0> Canal & River Trust <extra_id_1>
416,2012,Marius Niculae plays for <extra_id_0>.,<extra_id_0> Romania national association football team <extra_id_1>
417,2012,Michel Barnier holds the position of <extra_id_0>.,<extra_id_0> European Commissioner for Internal Market and Services <extra_id_1>
418,2012,Jean-Martin Aussant is a member of the <extra_id_0>.,<extra_id_0> Option nationale <extra_id_1>
419,2012,Rickie Lambert plays for <extra_id_0>.,<extra_id_0> Southampton F.C. <extra_id_1>
420,2012,<extra_id_0> is the head of the government of Toronto.,<extra_id_0> Rob Ford <extra_id_1>
421,2012,<extra_id_0> is the chair of Caritas Italiana.,<extra_id_0> Giuseppe Merisi <extra_id_1>
422,2012,John Darley is a member of the <extra_id_0>.,<extra_id_0> No Pokies <extra_id_1>
423,2012,Ewa Paluch works for <extra_id_0>.,<extra_id_0> Max Planck Institute of Molecular Cell Biology and Genetics <extra_id_1>
424,2012,Andriy Shevchenko plays for <extra_id_0>.,<extra_id_0> FC Dynamo Kyiv <extra_id_1>
425,2012,Benjamin Fung works for <extra_id_0>.,<extra_id_0> Concordia University <extra_id_1>
426,2012,Corrie Moreau works for <extra_id_0>.,<extra_id_0> Field Museum of Natural History <extra_id_1>
427,2012,Galina Timchenko works for <extra_id_0>.,<extra_id_0> Lenta.ru <extra_id_1>
428,2012,Rob Pyne is a member of the <extra_id_0>.,<extra_id_0> Australian Labor Party <extra_id_1>
429,2012,<extra_id_0> is the head of the government of Key West.,<extra_id_0> Craig Cates <extra_id_1>
430,2012,Owen Hargreaves plays for <extra_id_0>.,<extra_id_0> Manchester City F.C. <extra_id_1>
431,2012,Charlie Adam plays for <extra_id_0>.,<extra_id_0> Scotland national football team <extra_id_1>
432,2012,Robert Gates holds the position of <extra_id_0>.,<extra_id_0> Chancellor of the College of William & Mary <extra_id_1>
433,2012,Penny James works for <extra_id_0>.,<extra_id_0> Prudential plc <extra_id_1>
434,2012,Andrew Rambaut works for <extra_id_0>.,<extra_id_0> University of Edinburgh <extra_id_1>
435,2012,Seán Barrett holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
436,2012,Jennifer Westacott works for <extra_id_0>.,<extra_id_0> Business Council of Australia <extra_id_1>
437,2012,Andrea Bargnani plays for <extra_id_0>.,<extra_id_0> Toronto Raptors <extra_id_1>
438,2012,Nicolas Ghesquière works for <extra_id_0>.,<extra_id_0> Balenciaga <extra_id_1>
439,2012,Enda Kenny holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
440,2012,Abhilasha Kumari works for <extra_id_0>.,<extra_id_0> Gujarat High Court <extra_id_1>
441,2012,<extra_id_0> is the head coach of RoPS.,<extra_id_0> Kari Virtanen <extra_id_1>
442,2012,National Geographic Partners is owned by <extra_id_0>.,<extra_id_0> 21st Century Fox <extra_id_1>
443,2012,Andris Piebalgs holds the position of <extra_id_0>.,"<extra_id_0> European Commissioner for International Cooperation, Humanitarian Aid and Crisis Response <extra_id_1>"
444,2012,Vernon Davis plays for <extra_id_0>.,<extra_id_0> San Francisco 49ers <extra_id_1>
445,2012,Numedal Line is owned by <extra_id_0>.,<extra_id_0> Norwegian National Rail Administration <extra_id_1>
446,2012,<extra_id_0> is the head coach of PFC CSKA Moscow.,<extra_id_0> Leonid Slutsky <extra_id_1>
447,2012,Seiji Maehara is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
448,2012,Orrin Hatch holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
449,2012,James A. Robinson works for <extra_id_0>.,<extra_id_0> John F. Kennedy School of Government <extra_id_1>
450,2012,Shane Warne plays for <extra_id_0>.,<extra_id_0> Melbourne Stars <extra_id_1>
451,2012,Rohit Sharma plays for <extra_id_0>.,<extra_id_0> Mumbai Indians <extra_id_1>
452,2012,Jock Landale attended <extra_id_0>.,<extra_id_0> Geelong Grammar School <extra_id_1>
453,2012,<extra_id_0> is the head coach of Colorado Rapids.,<extra_id_0> Óscar Pareja <extra_id_1>
454,2012,Saleem Shahzad is a member of the <extra_id_0>.,<extra_id_0> Muttahida Qaumi Movement <extra_id_1>
455,2012,<extra_id_0> is the head coach of UTA Arad.,<extra_id_0> Cristian Todea <extra_id_1>
456,2012,The Gainesville Sun is owned by <extra_id_0>.,<extra_id_0> Halifax Media Group <extra_id_1>
457,2012,Juice Robinson works for <extra_id_0>.,<extra_id_0> WWE <extra_id_1>
458,2012,Navjot Singh Sidhu is a member of the <extra_id_0>.,<extra_id_0> Bharatiya Janata Party <extra_id_1>
459,2012,<extra_id_0> is the head of the government of Capital Region of Denmark.,<extra_id_0> Vibeke Storm Rasmussen <extra_id_1>
460,2012,<extra_id_0> is the chair of PAIS Alliance.,<extra_id_0> Rafael Correa Delgado <extra_id_1>
461,2012,Gilbert Arenas plays for <extra_id_0>.,<extra_id_0> Memphis Grizzlies <extra_id_1>
462,2012,<extra_id_0> is the head coach of FC Vorskla Poltava.,<extra_id_0> Serhiy Svystun <extra_id_1>
463,2012,Simon Emil Ammitzbøll is a member of the <extra_id_0>.,<extra_id_0> Liberal Alliance <extra_id_1>
464,2012,Shahruddin bin Md. Salleh is a member of the <extra_id_0>.,<extra_id_0> United Malays National Organisation <extra_id_1>
465,2012,<extra_id_0> is the head of the government of Saxony-Anhalt.,<extra_id_0> Reiner Haseloff <extra_id_1>
466,2012,<extra_id_0> is the head coach of Cowdenbeath F.C..,<extra_id_0> Colin Cameron <extra_id_1>
467,2012,Jessica Ramos works for <extra_id_0>.,<extra_id_0> Service Employees International Union <extra_id_1>
468,2012,Christophe Steiner is a member of the <extra_id_0>.,<extra_id_0> Rally & Issues <extra_id_1>
469,2012,<extra_id_0> is the head of the government of Seoul.,<extra_id_0> Park Won-soon <extra_id_1>
470,2012,<extra_id_0> is the head coach of FCU Craiova 1948.,<extra_id_0> Nicolò Napoli <extra_id_1>
471,2012,Campbell Newman holds the position of <extra_id_0>.,<extra_id_0> Premier of Queensland <extra_id_1>
472,2012,Bernie Sanders is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
473,2012,<extra_id_0> is the chair of Indian National Congress.,<extra_id_0> Rahul Gandhi <extra_id_1>
474,2012,<extra_id_0> is the chair of Russian Olympic Committee.,<extra_id_0> Alexander Zhukov <extra_id_1>
475,2012,Thierry Breton holds the position of <extra_id_0>.,<extra_id_0> président-directeur général <extra_id_1>
476,2012,<extra_id_0> is the head of the government of Altai Republic.,<extra_id_0> Alexander Berdnikov <extra_id_1>
477,2012,Bella Alarie attended <extra_id_0>.,<extra_id_0> National Cathedral School <extra_id_1>
478,2012,Alan Smith plays for <extra_id_0>.,<extra_id_0> Newcastle United F.C. <extra_id_1>
479,2012,Desmond Swayne holds the position of <extra_id_0>.,<extra_id_0> Lord of the Treasury <extra_id_1>
480,2012,<extra_id_0> is the chair of FDP.The Liberals.,<extra_id_0> Fulvio Pelli <extra_id_1>
481,2012,David W. Kissane works for <extra_id_0>.,<extra_id_0> Memorial Sloan Kettering Cancer Center <extra_id_1>
482,2012,Jordan Henderson plays for <extra_id_0>.,<extra_id_0> England national under-21 football team <extra_id_1>
483,2012,Lucas Biglia plays for <extra_id_0>.,<extra_id_0> R.S.C. Anderlecht <extra_id_1>
484,2012,<extra_id_0> is the chair of European Trade Union Confederation.,<extra_id_0> Ignacio Fernández Toxo <extra_id_1>
485,2012,Ivan Štefanec is a member of the <extra_id_0>.,<extra_id_0> Slovak Democratic and Christian Union – Democratic Party <extra_id_1>
486,2012,Sara Ganim works for <extra_id_0>.,<extra_id_0> The Patriot-News <extra_id_1>
487,2012,Dominique Kalifa works for <extra_id_0>.,<extra_id_0> Sciences Po <extra_id_1>
488,2012,Anna van der Breggen plays for <extra_id_0>.,<extra_id_0> Sengers Ladies Cycling Team <extra_id_1>
489,2012,<extra_id_0> is the head of the government of Odder Municipality.,<extra_id_0> Elvin J. Hansen <extra_id_1>
490,2012,Christina Warinner works for <extra_id_0>.,<extra_id_0> University of Oklahoma <extra_id_1>
491,2012,Fideo Di María plays for <extra_id_0>.,<extra_id_0> Real Madrid CF <extra_id_1>
492,2012,<extra_id_0> is the chair of SWPS University of Social Sciences and Humanities.,<extra_id_0> Andrzej Eliasz <extra_id_1>
493,2012,José Évrard is a member of the <extra_id_0>.,<extra_id_0> French Communist Party <extra_id_1>
494,2012,<extra_id_0> is the chair of Polish People's Party.,<extra_id_0> Janusz Piechociński <extra_id_1>
495,2012,Carol Boggs works for <extra_id_0>.,<extra_id_0> Stanford University <extra_id_1>
496,2012,Drew McDonald attended <extra_id_0>.,<extra_id_0> Newport Central Catholic High School <extra_id_1>
497,2012,Scott Laird plays for <extra_id_0>.,<extra_id_0> Preston North End F.C. <extra_id_1>
498,2012,Caitlin Rivers attended <extra_id_0>.,<extra_id_0> Virginia Tech <extra_id_1>
499,2012,Jiankui He attended <extra_id_0>.,<extra_id_0> Stanford University <extra_id_1>
500,2012,Keiko Torii works for <extra_id_0>.,<extra_id_0> University of Washington <extra_id_1>
501,2012,Rivaldo plays for <extra_id_0>.,<extra_id_0> Kabuscorp S.C. <extra_id_1>
502,2012,Ken Murphy works for <extra_id_0>.,<extra_id_0> Boots <extra_id_1>
503,2012,<extra_id_0> is the chair of Christian Democratic Union.,<extra_id_0> Angela Merkel <extra_id_1>
504,2012,<extra_id_0> is the head coach of Delfino Pescara 1936.,<extra_id_0> Zdeněk Zeman <extra_id_1>
505,2012,Brittney Griner plays for <extra_id_0>.,<extra_id_0> Baylor Lady Bears basketball <extra_id_1>
506,2012,Michael Woodley works for <extra_id_0>.,<extra_id_0> University of Arizona <extra_id_1>
507,2012,Lynika Strozier works for <extra_id_0>.,<extra_id_0> Field Museum of Natural History <extra_id_1>
508,2012,Phillip Hughes plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
509,2012,Tom Kennedy plays for <extra_id_0>.,<extra_id_0> Leicester City F.C. <extra_id_1>
510,2012,Frances Fitzgerald holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
511,2012,Wayne Swan holds the position of <extra_id_0>.,<extra_id_0> Treasurer of Australia <extra_id_1>
512,2012,Jiří Pospíšil is a member of the <extra_id_0>.,<extra_id_0> Civic Democratic Party <extra_id_1>
513,2012,Eni Faleomavaega holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
514,2012,Farida Kabir attended <extra_id_0>.,<extra_id_0> Ahmadu Bello University <extra_id_1>
515,2012,Nedum Onuoha plays for <extra_id_0>.,<extra_id_0> Manchester City F.C. <extra_id_1>
516,2012,Kalidou Koulibaly plays for <extra_id_0>.,<extra_id_0> K.R.C. Genk <extra_id_1>
517,2012,WKVB is owned by <extra_id_0>.,<extra_id_0> Entercom <extra_id_1>
518,2012,<extra_id_0> is the head of the government of Jewish Autonomous Oblast.,<extra_id_0> Alexander Vinnikov <extra_id_1>
519,2012,<extra_id_0> is the chair of Massachusetts Institute of Technology.,<extra_id_0> Susan Hockfield <extra_id_1>
520,2012,Piyush Goyal holds the position of <extra_id_0>.,<extra_id_0> Member of Rajya Sabha <extra_id_1>
521,2012,Joy Koesten is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
522,2012,Dimitar Berbatov plays for <extra_id_0>.,<extra_id_0> Fulham F.C. <extra_id_1>
523,2012,<extra_id_0> is the head coach of F.K. Željezničar Sarajevo.,<extra_id_0> Amar Osim <extra_id_1>
524,2012,<extra_id_0> is the head of the government of Baltimore.,<extra_id_0> Stephanie Rawlings-Blake <extra_id_1>
