id,date,input,output
232,2018,"In 2018, <extra_id_0> is the head coach of UnitedHealthcare.",<extra_id_0> Hendrik Redant <extra_id_1>
233,2018,"In 2018, Raheel Sharif holds the position of <extra_id_0>.",<extra_id_0> Islamic Military Counter Terrorism Coalition <extra_id_1>
234,2018,"In 2018, <extra_id_0> is the chair of Pirate Party.",<extra_id_0> Magnus Andersson <extra_id_1>
235,2018,"In 2018, Carolyn Lawrence-Dill works for <extra_id_0>.",<extra_id_0> Iowa State University <extra_id_1>
236,2018,"In 2018, Blase J. Cupich holds the position of <extra_id_0>.",<extra_id_0> cardinal <extra_id_1>
237,2018,"In 2018, Theodoros Currentzis works for <extra_id_0>.",<extra_id_0> Perm Opera and Ballet Theatre <extra_id_1>
238,2018,"In 2018, Lucy Gichuhi is a member of the <extra_id_0>.",<extra_id_0> Liberal Party of Australia <extra_id_1>
239,2018,"In 2018, <extra_id_0> is the head coach of 1. FC Tatran Prešov.",<extra_id_0> Anton Mišovec <extra_id_1>
240,2018,"In 2018, <extra_id_0> is the head coach of South Africa national rugby union team.",<extra_id_0> Rassie Erasmus <extra_id_1>
241,2018,"In 2018, <extra_id_0> is the chair of Italian Liberal Party.",<extra_id_0> Stefano De Luca <extra_id_1>
242,2018,"In 2018, <extra_id_0> is the head coach of FK Sutjeska Nikšić.",<extra_id_0> Nikola Rakojević <extra_id_1>
243,2018,"In 2018, Bernard Monot is a member of the <extra_id_0>.",<extra_id_0> France Arise <extra_id_1>
244,2018,"In 2018, Phil Murphy holds the position of <extra_id_0>.",<extra_id_0> Governor of New Jersey <extra_id_1>
245,2018,"In 2018, Leo Varadkar holds the position of <extra_id_0>.",<extra_id_0> Teachta Dála <extra_id_1>
246,2018,"In 2018, Chase Young attended <extra_id_0>.",<extra_id_0> Ohio State University <extra_id_1>
247,2018,"In 2018, Jaguar is owned by <extra_id_0>.",<extra_id_0> Jaguar Land Rover <extra_id_1>
248,2018,"In 2018, Jimmy Smith plays for <extra_id_0>.",<extra_id_0> Crawley Town F.C. <extra_id_1>
249,2018,"In 2018, Ryan Babel plays for <extra_id_0>.",<extra_id_0> Deportivo de La Coruña <extra_id_1>
250,2018,"In 2018, Alberto Aquilani plays for <extra_id_0>.",<extra_id_0> Unión Deportiva Las Palmas <extra_id_1>
251,2018,"In 2018, Kalani Brown attended <extra_id_0>.",<extra_id_0> Baylor University <extra_id_1>
252,2018,"In 2018, Domantas Sabonis plays for <extra_id_0>.",<extra_id_0> Oklahoma City Thunder <extra_id_1>
253,2018,"In 2018, Lluís Puig i Gordi is a member of the <extra_id_0>.",<extra_id_0> Catalan European Democratic Party <extra_id_1>
254,2018,"In 2018, Marina Silva is a member of the <extra_id_0>.",<extra_id_0> Sustainability Network <extra_id_1>
255,2018,"In 2018, Damien Carême is a member of the <extra_id_0>.",<extra_id_0> Europe Ecology – The Greens <extra_id_1>
256,2018,"In 2018, <extra_id_0> is the chair of Alberta New Democratic Party.",<extra_id_0> Rachel Notley <extra_id_1>
257,2018,"In 2018, Frank Scholze works for <extra_id_0>.",<extra_id_0> Karlsruhe Institute of Technology <extra_id_1>
258,2018,"In 2018, Freddie Sears plays for <extra_id_0>.",<extra_id_0> Ipswich Town F.C. <extra_id_1>
259,2018,"In 2018, Dimitris Papadimoulis is a member of the <extra_id_0>.",<extra_id_0> SYRIZA <extra_id_1>
260,2018,"In 2018, Sandra Schmid works for <extra_id_0>.",<extra_id_0> University of Texas Southwestern Medical Center <extra_id_1>
261,2018,"In 2018, Sandra Wolin works for <extra_id_0>.",<extra_id_0> National Cancer Institute <extra_id_1>
262,2018,"In 2018, Stephen Donnelly holds the position of <extra_id_0>.",<extra_id_0> Teachta Dála <extra_id_1>
263,2018,"In 2018, Stephen Donnelly is a member of the <extra_id_0>.",<extra_id_0> Fianna Fáil <extra_id_1>
264,2018,"In 2018, Ilir Meta holds the position of <extra_id_0>.",<extra_id_0> President of Albania <extra_id_1>
265,2018,"In 2018, Miguel de Icaza works for <extra_id_0>.",<extra_id_0> Microsoft Corporation <extra_id_1>
266,2018,"In 2018, Dominique Bertinotti is a member of the <extra_id_0>.",<extra_id_0> Génération.s <extra_id_1>
267,2018,"In 2018, <extra_id_0> is the head coach of FC Rapid București.",<extra_id_0> Daniel Pancu <extra_id_1>
268,2018,"In 2018, <extra_id_0> is the chair of Toulouse FC.",<extra_id_0> Olivier Sadran <extra_id_1>
269,2018,"In 2018, <extra_id_0> is the head coach of Toulouse FC.",<extra_id_0> Mickaël Debève <extra_id_1>
270,2018,"In 2018, Peter Odemwingie plays for <extra_id_0>.",<extra_id_0> Bristol City F.C. <extra_id_1>
271,2018,"In 2018, Mark T. Esper holds the position of <extra_id_0>.",<extra_id_0> United States Secretary of the Army <extra_id_1>
272,2018,"In 2018, Wolfgang Wiehle is a member of the <extra_id_0>.",<extra_id_0> Alternative for Germany <extra_id_1>
273,2018,"In 2018, Angaston Power Station is owned by <extra_id_0>.",<extra_id_0> Snowy Hydro <extra_id_1>
274,2018,"In 2018, Bob Chapek holds the position of <extra_id_0>.",<extra_id_0> chairperson <extra_id_1>
275,2018,"In 2018, Sylvain Maillard is a member of the <extra_id_0>.",<extra_id_0> La République En Marche <extra_id_1>
276,2018,"In 2018, Raúl Jiménez plays for <extra_id_0>.",<extra_id_0> Mexico national football team <extra_id_1>
277,2018,"In 2018, Sandy MacIver attended <extra_id_0>.",<extra_id_0> Clemson University <extra_id_1>
278,2018,"In 2018, Tom Frieden holds the position of <extra_id_0>.",<extra_id_0> président-directeur général <extra_id_1>
279,2018,"In 2018, Francesc Homs Molist is a member of the <extra_id_0>.",<extra_id_0> Catalan European Democratic Party <extra_id_1>
280,2018,"In 2018, Barnaby Joyce holds the position of <extra_id_0>.",<extra_id_0> Deputy Prime Minister of Australia <extra_id_1>
281,2018,"In 2018, Eric Chu holds the position of <extra_id_0>.",<extra_id_0> Mayor of New Taipei <extra_id_1>
282,2018,"In 2018, Teaira McCowan attended <extra_id_0>.",<extra_id_0> Mississippi State University <extra_id_1>
283,2018,"In 2018, <extra_id_0> is the head coach of FC Academica Clinceni.",<extra_id_0> Ilie Poenaru <extra_id_1>
284,2018,"In 2018, Ubaldo Jiménez plays for <extra_id_0>.",<extra_id_0> Baltimore Orioles <extra_id_1>
285,2018,"In 2018, Trevor Lawrence attended <extra_id_0>.",<extra_id_0> Cartersville High School <extra_id_1>
286,2018,"In 2018, <extra_id_0> is the head of the government of Delaware.",<extra_id_0> John Carney <extra_id_1>
287,2018,"In 2018, The Onion is owned by <extra_id_0>.",<extra_id_0> Fusion Media Group <extra_id_1>
288,2018,"In 2018, Kris Boyd plays for <extra_id_0>.",<extra_id_0> Kilmarnock F.C. <extra_id_1>
289,2018,"In 2018, Willie O'Dea holds the position of <extra_id_0>.",<extra_id_0> Teachta Dála <extra_id_1>
290,2018,"In 2018, Joaquim Forn is a member of the <extra_id_0>.",<extra_id_0> Catalan European Democratic Party <extra_id_1>
291,2018,"In 2018, Belinda Johnson works for <extra_id_0>.",<extra_id_0> Airbnb <extra_id_1>
292,2018,"In 2018, <extra_id_0> is the chair of Parliamentary Assembly of the Organization for Security and Co-operation in Europe.",<extra_id_0> Gigi Tsereteli <extra_id_1>
293,2018,"In 2018, České aerolinie is owned by <extra_id_0>.",<extra_id_0> Korean Air <extra_id_1>
294,2018,"In 2018, Loizza Aquino attended <extra_id_0>.",<extra_id_0> University of Toronto <extra_id_1>
295,2018,"In 2018, John Ratcliffe holds the position of <extra_id_0>.",<extra_id_0> United States representative <extra_id_1>
296,2018,"In 2018, <extra_id_0> is the head coach of VfL Osnabrück.",<extra_id_0> Daniel Thioune <extra_id_1>
297,2018,"In 2018, James Marape is a member of the <extra_id_0>.",<extra_id_0> People's National Congress Party <extra_id_1>
298,2018,"In 2018, Alexander De Croo holds the position of <extra_id_0>.",<extra_id_0> Minister of Development Cooperation <extra_id_1>
299,2018,"In 2018, <extra_id_0> is the head coach of Unione Sportiva Lecce.",<extra_id_0> Fabio Liverani <extra_id_1>
300,2018,"In 2018, <extra_id_0> is the head of the government of United States of America.",<extra_id_0> Donald Trump <extra_id_1>
301,2018,"In 2018, Curt Rice works for <extra_id_0>.",<extra_id_0> Oslo and Akershus University College of Applied Sciences <extra_id_1>
302,2018,"In 2018, <extra_id_0> is the head coach of F.C. Copenhagen.",<extra_id_0> Ståle Solbakken <extra_id_1>
303,2018,"In 2018, Joshua Greenberg works for <extra_id_0>.",<extra_id_0> Alfred P. Sloan Foundation <extra_id_1>
304,2018,"In 2018, Yukio Edano is a member of the <extra_id_0>.",<extra_id_0> Constitutional Democratic Party of Japan <extra_id_1>
305,2018,"In 2018, Mathieu Valbuena plays for <extra_id_0>.",<extra_id_0> France national association football team <extra_id_1>
306,2018,"In 2018, Joseph William Tobin holds the position of <extra_id_0>.",<extra_id_0> cardinal <extra_id_1>
307,2018,"In 2018, Rauff Hakeem holds the position of <extra_id_0>.",<extra_id_0> Ministry of Water Supply and Drainage <extra_id_1>
308,2018,"In 2018, Michael Bostwick plays for <extra_id_0>.",<extra_id_0> Lincoln City F.C. <extra_id_1>
309,2018,"In 2018, <extra_id_0> is the head coach of Silkeborg IF.",<extra_id_0> Michael Hansen <extra_id_1>
310,2018,"In 2018, Renate Weber holds the position of <extra_id_0>.",<extra_id_0> member of the European Parliament <extra_id_1>
311,2018,"In 2018, <extra_id_0> is the head coach of Olympique de Marseille.",<extra_id_0> Rudi Garcia <extra_id_1>
312,2018,"In 2018, Martin Heinrich holds the position of <extra_id_0>.",<extra_id_0> United States senator <extra_id_1>
313,2018,"In 2018, Deborah Orr works for <extra_id_0>.",<extra_id_0> i <extra_id_1>
314,2018,"In 2018, Mo'ne Davis attended <extra_id_0>.",<extra_id_0> Springside Chestnut Hill Academy <extra_id_1>
315,2018,"In 2018, Tom Cairney plays for <extra_id_0>.",<extra_id_0> Fulham F.C. <extra_id_1>
316,2018,"In 2018, Felix Finkbeiner attended <extra_id_0>.","<extra_id_0> School of Oriental and African Studies, University of London <extra_id_1>"
317,2018,"In 2018, Thiago Silva plays for <extra_id_0>.",<extra_id_0> Paris Saint-Germain <extra_id_1>
318,2018,"In 2018, Younis Mahmoud plays for <extra_id_0>.",<extra_id_0> Talaba SC <extra_id_1>
319,2018,"In 2018, Bernhard Schölkopf works for <extra_id_0>.",<extra_id_0> Max Planck Institute for Intelligent Systems <extra_id_1>
320,2018,"In 2018, <extra_id_0> is the chair of Hungarian Academy of Sciences.",<extra_id_0> László Lovász <extra_id_1>
321,2018,"In 2018, Tim Cahill plays for <extra_id_0>.",<extra_id_0> Australia national association football team <extra_id_1>
322,2018,"In 2018, Richard Burgon holds the position of <extra_id_0>.",<extra_id_0> Shadow Secretary of State for Justice <extra_id_1>
323,2018,"In 2018, Brandi M. Cossairt works for <extra_id_0>.",<extra_id_0> University of Washington <extra_id_1>
324,2018,"In 2018, <extra_id_0> is the chair of Hungarian Socialist Party.",<extra_id_0> Bertalan Tóth <extra_id_1>
325,2018,"In 2018, Manuel Neuer plays for <extra_id_0>.",<extra_id_0> FC Bayern Munich <extra_id_1>
326,2018,"In 2018, Glenn Maxwell plays for <extra_id_0>.",<extra_id_0> Melbourne Stars <extra_id_1>
327,2018,"In 2018, Steve Jones plays for <extra_id_0>.",<extra_id_0> Nantwich Town F.C. <extra_id_1>
328,2018,"In 2018, Brandon Clarke attended <extra_id_0>.",<extra_id_0> Gonzaga University <extra_id_1>
329,2018,"In 2018, <extra_id_0> is the head of the government of Manitoba.",<extra_id_0> Brian Pallister <extra_id_1>
330,2018,"In 2018, Álvaro Uribe Vélez is a member of the <extra_id_0>.",<extra_id_0> Democratic Center <extra_id_1>
331,2018,"In 2018, <extra_id_0> is the chair of Mejlis of the Crimean Tatar People.",<extra_id_0> Refat Chubarov <extra_id_1>
332,2018,"In 2018, <extra_id_0> is the head coach of Olympiakos Nicosia FC.",<extra_id_0> Fangio Buyse <extra_id_1>
333,2018,"In 2018, Alyssa Healy plays for <extra_id_0>.",<extra_id_0> Sydney Sixers <extra_id_1>
334,2018,"In 2018, <extra_id_0> is the head of the government of Montgomery County.",<extra_id_0> Marc Elrich <extra_id_1>
335,2018,"In 2018, Andrea Dutton works for <extra_id_0>.",<extra_id_0> University of Florida <extra_id_1>
336,2018,"In 2018, Brian Schatz holds the position of <extra_id_0>.",<extra_id_0> United States senator <extra_id_1>
337,2018,"In 2018, J. J. Watt plays for <extra_id_0>.",<extra_id_0> Houston Texans <extra_id_1>
338,2018,"In 2018, <extra_id_0> is the head coach of Androni Giocattoli-Sidermec.",<extra_id_0> Leonardo Scarselli <extra_id_1>
339,2018,"In 2018, Gail Koziara Boudreaux works for <extra_id_0>.",<extra_id_0> Anthem Inc. <extra_id_1>
340,2018,"In 2018, <extra_id_0> is the chair of Social Democratic Party of Austria.",<extra_id_0> Christian Kern <extra_id_1>
341,2018,"In 2018, <extra_id_0> is the chair of Rijksmuseum.",<extra_id_0> Jaap de Hoop Scheffer <extra_id_1>
342,2018,"In 2018, <extra_id_0> is the head of the government of Niigata Prefecture.",<extra_id_0> Ryūichi Yoneyama <extra_id_1>
343,2018,"In 2018, Chesley ""Sully"" Sullenberger works for <extra_id_0>.",<extra_id_0> CBS News <extra_id_1>
344,2018,"In 2018, Eli Cohen is a member of the <extra_id_0>.",<extra_id_0> Kulanu <extra_id_1>
345,2018,"In 2018, Peter Dutton holds the position of <extra_id_0>.",<extra_id_0> Minister for Home Affairs <extra_id_1>
346,2018,"In 2018, <extra_id_0> is the head coach of KS Vllaznia Shkodër.",<extra_id_0> Hasan Lika <extra_id_1>
347,2018,"In 2018, <extra_id_0> is the head coach of Watford F.C..",<extra_id_0> Javi desGracia <extra_id_1>
348,2018,"In 2018, Merete Riisager is a member of the <extra_id_0>.",<extra_id_0> Liberal Alliance <extra_id_1>
349,2018,"In 2018, Doug Shane works for <extra_id_0>.",<extra_id_0> The Spaceship Company <extra_id_1>
350,2018,"In 2018, Giuseppe Veltri works for <extra_id_0>.",<extra_id_0> University of Hamburg <extra_id_1>
351,2018,"In 2018, Glider Ushñahua is a member of the <extra_id_0>.",<extra_id_0> Popular Force <extra_id_1>
352,2018,"In 2018, Vincent Chauvet works for <extra_id_0>.",<extra_id_0> Autun <extra_id_1>
353,2018,"In 2018, <extra_id_0> is the chair of Myanmar Dental Association.",<extra_id_0> Thein Kyu <extra_id_1>
354,2018,"In 2018, <extra_id_0> is the head coach of Shonan Bellmare.",<extra_id_0> Cho Kwi-jae <extra_id_1>
355,2018,"In 2018, Edinson Cavani plays for <extra_id_0>.",<extra_id_0> Paris Saint-Germain <extra_id_1>
356,2018,"In 2018, Danny White works for <extra_id_0>.",<extra_id_0> University of Central Florida <extra_id_1>
357,2018,"In 2018, <extra_id_0> is the head coach of FC Astra Giurgiu.",<extra_id_0> Costel Enache <extra_id_1>
358,2018,"In 2018, <extra_id_0> is the head of the government of Catalonia.",<extra_id_0> Quim Torra <extra_id_1>
359,2018,"In 2018, Andy Lonergan plays for <extra_id_0>.",<extra_id_0> Fulham F.C. <extra_id_1>
360,2018,"In 2018, Mindy Grossman works for <extra_id_0>.",<extra_id_0> WW International <extra_id_1>
361,2018,"In 2018, <extra_id_0> is the head of the government of Transnistria.",<extra_id_0> Alexander Wladimirowitsch Martynow <extra_id_1>
362,2018,"In 2018, <extra_id_0> is the head coach of Hapoel Haifa F.C..",<extra_id_0> Nir Klinger <extra_id_1>
363,2018,"In 2018, Gianni Pittella holds the position of <extra_id_0>.",<extra_id_0> parliamentary group leader <extra_id_1>
364,2018,"In 2018, Michèle Dittlot is a member of the <extra_id_0>.",<extra_id_0> Horizon Monaco <extra_id_1>
365,2018,"In 2018, John Guidetti plays for <extra_id_0>.",<extra_id_0> Sweden national association football team <extra_id_1>
366,2018,"In 2018, Meritxell Budó i Pla is a member of the <extra_id_0>.",<extra_id_0> Catalan European Democratic Party <extra_id_1>
367,2018,"In 2018, Brian Hayes holds the position of <extra_id_0>.",<extra_id_0> member of the European Parliament <extra_id_1>
368,2018,"In 2018, <extra_id_0> is the head coach of KÍ Klaksvík.",<extra_id_0> Mikkjal Thomassen <extra_id_1>
369,2018,"In 2018, Miguel Díaz-Canel holds the position of <extra_id_0>.",<extra_id_0> Prime Minister of Cuba <extra_id_1>
370,2018,"In 2018, Yoh Iwasa works for <extra_id_0>.",<extra_id_0> Kyushu University <extra_id_1>
371,2018,"In 2018, <extra_id_0> is the chair of University of Richmond.",<extra_id_0> Ronald Crutcher <extra_id_1>
372,2018,"In 2018, Didier Fassin works for <extra_id_0>.",<extra_id_0> Institute for Advanced Study <extra_id_1>
373,2018,"In 2018, Jos Buttler plays for <extra_id_0>.",<extra_id_0> Lancashire County Cricket Club <extra_id_1>
374,2018,"In 2018, Sintra Line is owned by <extra_id_0>.",<extra_id_0> Infrastructures of Portugal <extra_id_1>
375,2018,"In 2018, <extra_id_0> is the head coach of Hallescher FC.",<extra_id_0> Torsten Ziegner <extra_id_1>
376,2018,"In 2018, <extra_id_0> is the head of the government of Istanbul.",<extra_id_0> Mevlüt Uysal <extra_id_1>
377,2018,"In 2018, Kelly Craft holds the position of <extra_id_0>.",<extra_id_0> United States Ambassador to Canada <extra_id_1>
378,2018,"In 2018, Alexander Hamilton is owned by <extra_id_0>.",<extra_id_0> Crystal Bridges Museum of American Art <extra_id_1>
379,2018,"In 2018, Lin Jianhua works for <extra_id_0>.",<extra_id_0> Peking University <extra_id_1>
380,2018,"In 2018, Laura Borràs is a member of the <extra_id_0>.",<extra_id_0> independent politician <extra_id_1>
381,2018,"In 2018, Laura Borràs works for <extra_id_0>.",<extra_id_0> Institució de les Lletres Catalanes <extra_id_1>
382,2018,"In 2018, Dan Koehl works for <extra_id_0>.",<extra_id_0> Karlsruhe Zoo <extra_id_1>
383,2018,"In 2018, Chelsea Walton works for <extra_id_0>.",<extra_id_0> University of Illinois at Urbana–Champaign <extra_id_1>
384,2018,"In 2018, <extra_id_0> is the chair of Liga Veneta.",<extra_id_0> Massimo Bitonci <extra_id_1>
385,2018,"In 2018, Lucía Sosa is a member of the <extra_id_0>.",<extra_id_0> Popular Unity <extra_id_1>
386,2018,"In 2018, <extra_id_0> is the head coach of Movistar Team.",<extra_id_0> Pablo Lastras <extra_id_1>
387,2018,"In 2018, Artur Lompart works for <extra_id_0>.",<extra_id_0> Ministry of Foreign Affairs of Poland <extra_id_1>
388,2018,"In 2018, Cole Hamels plays for <extra_id_0>.",<extra_id_0> Texas Rangers <extra_id_1>
389,2018,"In 2018, Eric Abetz holds the position of <extra_id_0>.",<extra_id_0> Leader of the Government in the Senate <extra_id_1>
390,2018,"In 2018, <extra_id_0> is the chair of Bank of Finland.",<extra_id_0> Erkki Liikanen <extra_id_1>
391,2018,"In 2018, Don Farrell holds the position of <extra_id_0>.",<extra_id_0> Member of the Australian Senate <extra_id_1>
392,2018,"In 2018, <extra_id_0> is the head coach of Simona Halep.",<extra_id_0> Darren Cahill <extra_id_1>
393,2018,"In 2018, Cristian Popescu Piedone is a member of the <extra_id_0>.",<extra_id_0> National Union for the Progress of Romania <extra_id_1>
394,2018,"In 2018, <extra_id_0> is the head of the government of Bonn.",<extra_id_0> Ashok-Alexander Sridharan <extra_id_1>
395,2018,"In 2018, Brenda Hale, Baroness Hale of Richmond holds the position of <extra_id_0>.",<extra_id_0> Justice of the Supreme Court of the United Kingdom <extra_id_1>
396,2018,"In 2018, <extra_id_0> is the chair of National Society of Film Critics.",<extra_id_0> Justin Chang <extra_id_1>
397,2018,"In 2018, Sam Lantinga works for <extra_id_0>.",<extra_id_0> Valve Corporation <extra_id_1>
398,2018,"In 2018, Phil Hudson works for <extra_id_0>.","<extra_id_0> Dakota Collegiate, Winnipeg <extra_id_1>"
399,2018,"In 2018, Neymar plays for <extra_id_0>.",<extra_id_0> Brazil national football team <extra_id_1>
400,2018,"In 2018, <extra_id_0> is the head coach of FK Budućnost Podgorica.",<extra_id_0> Branko Brnović <extra_id_1>
401,2018,"In 2018, John Longworth is a member of the <extra_id_0>.",<extra_id_0> Brexit Party <extra_id_1>
402,2018,"In 2018, <extra_id_0> is the head of the government of Albany.",<extra_id_0> Kathy Sheehan <extra_id_1>
403,2018,"In 2018, Daniele Gatti works for <extra_id_0>.",<extra_id_0> Royal Concertgebouw Orchestra <extra_id_1>
404,2018,"In 2018, <extra_id_0> is the head coach of FK Austria Wien.",<extra_id_0> Thomas Letsch <extra_id_1>
405,2018,"In 2018, Zoi Konstantopoulou holds the position of <extra_id_0>.",<extra_id_0> chairperson <extra_id_1>
406,2018,"In 2018, Zoi Konstantopoulou is a member of the <extra_id_0>.",<extra_id_0> Course of Freedom <extra_id_1>
407,2018,"In 2018, <extra_id_0> is the head coach of A.C. ChievoVerona.",<extra_id_0> Domenico Di Carlo <extra_id_1>
408,2018,"In 2018, Mario Mandžukić plays for <extra_id_0>.",<extra_id_0> Croatia national association football team <extra_id_1>
409,2018,"In 2018, Mirela Holy is a member of the <extra_id_0>.",<extra_id_0> Croatian Sustainable Development <extra_id_1>
410,2018,"In 2018, Pau Gasol plays for <extra_id_0>.",<extra_id_0> San Antonio Spurs <extra_id_1>
411,2018,"In 2018, <extra_id_0> is the chair of State Ethnic Affairs Commission.",<extra_id_0> Bagatur <extra_id_1>
412,2018,"In 2018, Westfield Wheaton is owned by <extra_id_0>.",<extra_id_0> Unibail Rodamco Westfield <extra_id_1>
413,2018,"In 2018, <extra_id_0> is the head coach of Euskadi Basque Country-Murias.",<extra_id_0> Jon Odriozola <extra_id_1>
414,2018,"In 2018, Nicola Sturgeon holds the position of <extra_id_0>.",<extra_id_0> First Minister of Scotland <extra_id_1>
415,2018,"In 2018, Bryan Alberts attended <extra_id_0>.","<extra_id_0> California State University, Long Beach <extra_id_1>"
416,2018,"In 2018, Yoann Gourcuff plays for <extra_id_0>.",<extra_id_0> Stade Rennais F.C. <extra_id_1>
417,2018,"In 2018, <extra_id_0> is the head coach of FK Spartaks Jūrmala.",<extra_id_0> Aleksandr Grishin <extra_id_1>
418,2018,"In 2018, George van Kooten works for <extra_id_0>.",<extra_id_0> University of Cambridge <extra_id_1>
419,2018,"In 2018, Dario Hunter is a member of the <extra_id_0>.",<extra_id_0> Green Party of the United States <extra_id_1>
420,2018,"In 2018, Thorbjørn Jagland holds the position of <extra_id_0>.",<extra_id_0> Secretary General of the Council of Europe <extra_id_1>
421,2018,"In 2018, Arancha González works for <extra_id_0>.",<extra_id_0> International Trade Centre <extra_id_1>
422,2018,"In 2018, RJ Barrett plays for <extra_id_0>.",<extra_id_0> Duke Blue Devils men's basketball <extra_id_1>
423,2018,"In 2018, Ricardo Clark plays for <extra_id_0>.",<extra_id_0> Columbus Crew SC <extra_id_1>
424,2018,"In 2018, Selkent is owned by <extra_id_0>.",<extra_id_0> Stagecoach Group <extra_id_1>
425,2018,"In 2018, Tulsi Gabbard holds the position of <extra_id_0>.",<extra_id_0> United States representative <extra_id_1>
426,2018,"In 2018, <extra_id_0> is the head coach of Hapoel Holon.",<extra_id_0> Dan Shamir <extra_id_1>
427,2018,"In 2018, <extra_id_0> is the head of the government of Khyber Pakhtunkhwa.",<extra_id_0> Iqbal Zafar Jhagra <extra_id_1>
428,2018,"In 2018, Sergio Villalobos works for <extra_id_0>.",<extra_id_0> San Sebastián University <extra_id_1>
429,2018,"In 2018, Romain Grau is a member of the <extra_id_0>.",<extra_id_0> La République En Marche <extra_id_1>
430,2018,"In 2018, Deborah L. Birx works for <extra_id_0>.",<extra_id_0> President's Emergency Plan for AIDS Relief <extra_id_1>
431,2018,"In 2018, Zhang Dejiang holds the position of <extra_id_0>.",<extra_id_0> Chairman of the Standing Committee of the National People's Congress <extra_id_1>
432,2018,"In 2018, Tim Scott holds the position of <extra_id_0>.",<extra_id_0> United States senator <extra_id_1>
433,2018,"In 2018, Kenneth Vermeer plays for <extra_id_0>.",<extra_id_0> Club Brugge K.V. <extra_id_1>
434,2018,"In 2018, <extra_id_0> is the head of the government of Turkish Republic of Northern Cyprus.",<extra_id_0> Hüseyin Özgürgün <extra_id_1>
435,2018,"In 2018, Moxie Marlinspike works for <extra_id_0>.",<extra_id_0> Signal Messenger <extra_id_1>
436,2018,"In 2018, Anna Rosling Rönnlund works for <extra_id_0>.",<extra_id_0> Uppsala University <extra_id_1>
437,2018,"In 2018, <extra_id_0> is the head coach of Feyenoord.",<extra_id_0> Giovanni van Bronckhorst <extra_id_1>
438,2018,"In 2018, Fernando Torres plays for <extra_id_0>.",<extra_id_0> Atlético Madrid <extra_id_1>
439,2018,"In 2018, Muttah Suresh plays for <extra_id_0>.",<extra_id_0> United Sikkim F.C. <extra_id_1>
440,2018,"In 2018, The Frisky is owned by <extra_id_0>.",<extra_id_0> CPX Interactive <extra_id_1>
441,2018,"In 2018, Sabine Hossenfelder works for <extra_id_0>.",<extra_id_0> Frankfurt Institute for Advanced Studies <extra_id_1>
442,2018,"In 2018, Meir Cohen is a member of the <extra_id_0>.",<extra_id_0> Yesh Atid <extra_id_1>
443,2018,"In 2018, Rhana Devenport works for <extra_id_0>.",<extra_id_0> Auckland Art Gallery <extra_id_1>
444,2018,"In 2018, Jyrki Katainen holds the position of <extra_id_0>.",<extra_id_0> European Commissioner for Industry and Entrepreneurship <extra_id_1>
445,2018,"In 2018, Russell Crowe's jockstrap is owned by <extra_id_0>.",<extra_id_0> Last Week Tonight with John Oliver <extra_id_1>
446,2018,"In 2018, Aurore Bergé is a member of the <extra_id_0>.",<extra_id_0> La République En Marche <extra_id_1>
447,2018,"In 2018, Richard Keogh plays for <extra_id_0>.",<extra_id_0> Derby County F.C. <extra_id_1>
448,2018,"In 2018, Annastacia Palaszczuk holds the position of <extra_id_0>.",<extra_id_0> Premier of Queensland <extra_id_1>
449,2018,"In 2018, <extra_id_0> is the chair of Société des océanistes.",<extra_id_0> Emmanuel Kasarhérou <extra_id_1>
450,2018,"In 2018, Yannick Kerlogot is a member of the <extra_id_0>.",<extra_id_0> La République En Marche <extra_id_1>
451,2018,"In 2018, Teodoro Locsin, Jr. holds the position of <extra_id_0>.",<extra_id_0> Secretary of Foreign Affairs <extra_id_1>
452,2018,"In 2018, <extra_id_0> is the chair of Ministry of Defence of Germany.",<extra_id_0> Ursula von der Leyen <extra_id_1>
453,2018,"In 2018, Wout Brama plays for <extra_id_0>.",<extra_id_0> PEC Zwolle <extra_id_1>
454,2018,"In 2018, Samuel Eto'o plays for <extra_id_0>.",<extra_id_0> Konyaspor <extra_id_1>
455,2018,"In 2018, Jeffrey Mark Deskovic attended <extra_id_0>.",<extra_id_0> Pace University School of Law <extra_id_1>
456,2018,"In 2018, <extra_id_0> is the head coach of Genoa C.F.C..",<extra_id_0> Cesare Prandelli <extra_id_1>
457,2018,"In 2018, Mohammad Amir plays for <extra_id_0>.",<extra_id_0> Karachi Kings <extra_id_1>
458,2018,"In 2018, <extra_id_0> is the chair of Post Office Ltd.",<extra_id_0> Tim Parker <extra_id_1>
459,2018,"In 2018, Statue of Robert Milligan is owned by <extra_id_0>.",<extra_id_0> Canal & River Trust <extra_id_1>
460,2018,"In 2018, Amy Coney Barrett holds the position of <extra_id_0>.",<extra_id_0> judge <extra_id_1>
461,2018,"In 2018, <extra_id_0> is the head coach of FC Astana.",<extra_id_0> Stanimir Stoilov <extra_id_1>
462,2018,"In 2018, Jean-Martin Aussant is a member of the <extra_id_0>.",<extra_id_0> Option nationale <extra_id_1>
463,2018,"In 2018, Rickie Lambert plays for <extra_id_0>.",<extra_id_0> West Bromwich Albion F.C. <extra_id_1>
464,2018,"In 2018, <extra_id_0> is the head of the government of Toronto.",<extra_id_0> John Tory <extra_id_1>
465,2018,"In 2018, <extra_id_0> is the chair of Caritas Italiana.",<extra_id_0> Francesco Montenegro <extra_id_1>
